clave,fecha,almacenamiento,temperatura,humedad,precipitacion,tipo_precip,indice_uv,soleado,nublado,parc_nublado,lluvia_soleado,lluvia_nublado,lluvia_parc_nublado
AGZCH,01/01/2020,79.1,14.7,65,0,0,6,1,0,0,0,0,0
AOBSO,01/01/2020,1683.92,14.7,65,0,0,6,1,0,0,0,0,0
ARCSO,01/01/2020,501.46,14.7,65,0,0,6,1,0,0,0,0,0
ARLSO,01/01/2020,18.42,14.7,65,0,0,6,1,0,0,0,0,0
CHTSO,01/01/2020,13.17,14.7,65,0,0,6,1,0,0,0,0,0
IRASO,01/01/2020,1.35,14.7,65,0,0,6,1,0,0,0,0,0
LCDSO,01/01/2020,738.54,14.7,65,0,0,6,1,0,0,0,0,0
PECSO,01/01/2020,2283.69,14.7,65,0,0,6,1,0,0,0,0,0
PMOSO,01/01/2020,79.58,14.7,65,0,0,6,1,0,0,0,0,0
AGZCH,02/01/2020,79.1,14.5,69,0,0,6,1,0,0,0,0,0
AOBSO,02/01/2020,1691.41,14.5,69,0,0,6,1,0,0,0,0,0
ARCSO,02/01/2020,500.61,14.5,69,0,0,6,1,0,0,0,0,0
ARLSO,02/01/2020,18.52,14.5,69,0,0,6,1,0,0,0,0,0
CHTSO,02/01/2020,13.17,14.5,69,0,0,6,1,0,0,0,0,0
IRASO,02/01/2020,1.35,14.5,69,0,0,6,1,0,0,0,0,0
LCDSO,02/01/2020,738.15,14.5,69,0,0,6,1,0,0,0,0,0
PECSO,02/01/2020,2280.23,14.5,69,0,0,6,1,0,0,0,0,0
PMOSO,02/01/2020,78.4,14.5,69,0,0,6,1,0,0,0,0,0
AGZCH,03/01/2020,79.1,13.5,60.5,0,0,6,1,0,0,0,0,0
AOBSO,03/01/2020,1697.87,13.5,60.5,0,0,6,1,0,0,0,0,0
ARCSO,03/01/2020,500.19,13.5,60.5,0,0,6,1,0,0,0,0,0
ARLSO,03/01/2020,18.72,13.5,60.5,0,0,6,1,0,0,0,0,0
CHTSO,03/01/2020,13.17,13.5,60.5,0,0,6,1,0,0,0,0,0
IRASO,03/01/2020,1.34,13.5,60.5,0,0,6,1,0,0,0,0,0
LCDSO,03/01/2020,737.37,13.5,60.5,0,0,6,1,0,0,0,0,0
PECSO,03/01/2020,2276.77,13.5,60.5,0,0,6,1,0,0,0,0,0
PMOSO,03/01/2020,77.95,13.5,60.5,0,0,6,1,0,0,0,0,0
AGZCH,04/01/2020,79.1,14.3,55.2,0,0,7,1,0,0,0,0,0
AOBSO,04/01/2020,1706.92,14.3,55.2,0,0,7,1,0,0,0,0,0
ARCSO,04/01/2020,499.76,14.3,55.2,0,0,7,1,0,0,0,0,0
ARLSO,04/01/2020,18.93,14.3,55.2,0,0,7,1,0,0,0,0,0
CHTSO,04/01/2020,13.23,14.3,55.2,0,0,7,1,0,0,0,0,0
IRASO,04/01/2020,1.34,14.3,55.2,0,0,7,1,0,0,0,0,0
LCDSO,04/01/2020,736.59,14.3,55.2,0,0,7,1,0,0,0,0,0
PECSO,04/01/2020,2271.58,14.3,55.2,0,0,7,1,0,0,0,0,0
PMOSO,04/01/2020,77.06,14.3,55.2,0,0,7,1,0,0,0,0,0
AGZCH,05/01/2020,79.04,16.4,55.6,0,0,7,1,0,0,0,0,0
AOBSO,05/01/2020,1717.26,16.4,55.6,0,0,7,1,0,0,0,0,0
ARCSO,05/01/2020,499.33,16.4,55.6,0,0,7,1,0,0,0,0,0
ARLSO,05/01/2020,19.13,16.4,55.6,0,0,7,1,0,0,0,0,0
CHTSO,05/01/2020,13.23,16.4,55.6,0,0,7,1,0,0,0,0,0
IRASO,05/01/2020,1.33,16.4,55.6,0,0,7,1,0,0,0,0,0
LCDSO,05/01/2020,735.82,16.4,55.6,0,0,7,1,0,0,0,0,0
PECSO,05/01/2020,2265.52,16.4,55.6,0,0,7,1,0,0,0,0,0
PMOSO,05/01/2020,76.17,16.4,55.6,0,0,7,1,0,0,0,0,0
AGZCH,06/01/2020,79.04,16.1,59.4,0,0,7,1,0,0,0,0,0
AOBSO,06/01/2020,1723.72,16.1,59.4,0,0,7,1,0,0,0,0,0
ARCSO,06/01/2020,497.63,16.1,59.4,0,0,7,1,0,0,0,0,0
ARLSO,06/01/2020,19.33,16.1,59.4,0,0,7,1,0,0,0,0,0
CHTSO,06/01/2020,13.23,16.1,59.4,0,0,7,1,0,0,0,0,0
IRASO,06/01/2020,1.33,16.1,59.4,0,0,7,1,0,0,0,0,0
LCDSO,06/01/2020,735.04,16.1,59.4,0,0,7,1,0,0,0,0,0
PECSO,06/01/2020,2262.93,16.1,59.4,0,0,7,1,0,0,0,0,0
PMOSO,06/01/2020,75.29,16.1,59.4,0,0,7,1,0,0,0,0,0
AGZCH,07/01/2020,79.04,16.3,54.3,0,0,7,0,0,1,0,0,0
AOBSO,07/01/2020,1730.18,16.3,54.3,0,0,7,0,0,1,0,0,0
ARCSO,07/01/2020,496.33,16.3,54.3,0,0,7,0,0,1,0,0,0
ARLSO,07/01/2020,19.54,16.3,54.3,0,0,7,0,0,1,0,0,0
CHTSO,07/01/2020,13.23,16.3,54.3,0,0,7,0,0,1,0,0,0
IRASO,07/01/2020,1.32,16.3,54.3,0,0,7,0,0,1,0,0,0
LCDSO,07/01/2020,734.26,16.3,54.3,0,0,7,0,0,1,0,0,0
PECSO,07/01/2020,2260.33,16.3,54.3,0,0,7,0,0,1,0,0,0
PMOSO,07/01/2020,74.54,16.3,54.3,0,0,7,0,0,1,0,0,0
AGZCH,08/01/2020,79.04,16.7,49.4,0,0,6,0,0,1,0,0,0
AOBSO,08/01/2020,1737.93,16.7,49.4,0,0,6,0,0,1,0,0,0
ARCSO,08/01/2020,494.65,16.7,49.4,0,0,6,0,0,1,0,0,0
ARLSO,08/01/2020,19.74,16.7,49.4,0,0,6,0,0,1,0,0,0
CHTSO,08/01/2020,13.23,16.7,49.4,0,0,6,0,0,1,0,0,0
IRASO,08/01/2020,1.3,16.7,49.4,0,0,6,0,0,1,0,0,0
LCDSO,08/01/2020,733.87,16.7,49.4,0,0,6,0,0,1,0,0,0
PECSO,08/01/2020,2255.15,16.7,49.4,0,0,6,0,0,1,0,0,0
PMOSO,08/01/2020,73.66,16.7,49.4,0,0,6,0,0,1,0,0,0
AGZCH,09/01/2020,78.97,15.6,56.4,0,0,7,1,0,0,0,0,0
AOBSO,09/01/2020,1740.52,15.6,56.4,0,0,7,1,0,0,0,0,0
ARCSO,09/01/2020,492.95,15.6,56.4,0,0,7,1,0,0,0,0,0
ARLSO,09/01/2020,19.94,15.6,56.4,0,0,7,1,0,0,0,0,0
CHTSO,09/01/2020,13.23,15.6,56.4,0,0,7,1,0,0,0,0,0
IRASO,09/01/2020,1.29,15.6,56.4,0,0,7,1,0,0,0,0,0
LCDSO,09/01/2020,732.7,15.6,56.4,0,0,7,1,0,0,0,0,0
PECSO,09/01/2020,2249.96,15.6,56.4,0,0,7,1,0,0,0,0,0
PMOSO,09/01/2020,72.69,15.6,56.4,0,0,7,1,0,0,0,0,0
AGZCH,10/01/2020,78.97,14,63.4,0,0,6,1,0,0,0,0,0
AOBSO,10/01/2020,1746.61,14,63.4,0,0,6,1,0,0,0,0,0
ARCSO,10/01/2020,491.24,14,63.4,0,0,6,1,0,0,0,0,0
ARLSO,10/01/2020,20.15,14,63.4,0,0,6,1,0,0,0,0,0
CHTSO,10/01/2020,13.23,14,63.4,0,0,6,1,0,0,0,0,0
IRASO,10/01/2020,1.29,14,63.4,0,0,6,1,0,0,0,0,0
LCDSO,10/01/2020,731.93,14,63.4,0,0,6,1,0,0,0,0,0
PECSO,10/01/2020,2245.63,14,63.4,0,0,6,1,0,0,0,0,0
PMOSO,10/01/2020,72.04,14,63.4,0,0,6,1,0,0,0,0,0
AGZCH,11/01/2020,78.97,13.3,45.8,0,0,7,1,0,0,0,0,0
AOBSO,11/01/2020,1750.85,13.3,45.8,0,0,7,1,0,0,0,0,0
ARCSO,11/01/2020,489.54,13.3,45.8,0,0,7,1,0,0,0,0,0
ARLSO,11/01/2020,20.25,13.3,45.8,0,0,7,1,0,0,0,0,0
CHTSO,11/01/2020,13.2,13.3,45.8,0,0,7,1,0,0,0,0,0
IRASO,11/01/2020,1.28,13.3,45.8,0,0,7,1,0,0,0,0,0
LCDSO,11/01/2020,731.54,13.3,45.8,0,0,7,1,0,0,0,0,0
PECSO,11/01/2020,2242.17,13.3,45.8,0,0,7,1,0,0,0,0,0
PMOSO,11/01/2020,71.26,13.3,45.8,0,0,7,1,0,0,0,0,0
AGZCH,12/01/2020,78.97,15.3,42.4,0,0,7,0,0,1,0,0,0
AOBSO,12/01/2020,1756.02,15.3,42.4,0,0,7,0,0,1,0,0,0
ARCSO,12/01/2020,487.41,15.3,42.4,0,0,7,0,0,1,0,0,0
ARLSO,12/01/2020,20.35,15.3,42.4,0,0,7,0,0,1,0,0,0
CHTSO,12/01/2020,13.2,15.3,42.4,0,0,7,0,0,1,0,0,0
IRASO,12/01/2020,1.28,15.3,42.4,0,0,7,0,0,1,0,0,0
LCDSO,12/01/2020,730.37,15.3,42.4,0,0,7,0,0,1,0,0,0
PECSO,12/01/2020,2236.12,15.3,42.4,0,0,7,0,0,1,0,0,0
PMOSO,12/01/2020,70.6,15.3,42.4,0,0,7,0,0,1,0,0,0
AGZCH,13/01/2020,78.97,16,44.8,0,0,7,0,0,1,0,0,0
AOBSO,13/01/2020,1759.9,16,44.8,0,0,7,0,0,1,0,0,0
ARCSO,13/01/2020,484.43,16,44.8,0,0,7,0,0,1,0,0,0
ARLSO,13/01/2020,20.45,16,44.8,0,0,7,0,0,1,0,0,0
CHTSO,13/01/2020,13.2,16,44.8,0,0,7,0,0,1,0,0,0
IRASO,13/01/2020,1.27,16,44.8,0,0,7,0,0,1,0,0,0
LCDSO,13/01/2020,729.98,16,44.8,0,0,7,0,0,1,0,0,0
PECSO,13/01/2020,2230.06,16,44.8,0,0,7,0,0,1,0,0,0
PMOSO,13/01/2020,69.69,16,44.8,0,0,7,0,0,1,0,0,0
AGZCH,14/01/2020,78.91,17.8,40.2,0,0,6,0,0,1,0,0,0
AOBSO,14/01/2020,1763.78,17.8,40.2,0,0,6,0,0,1,0,0,0
ARCSO,14/01/2020,481.45,17.8,40.2,0,0,6,0,0,1,0,0,0
ARLSO,14/01/2020,20.66,17.8,40.2,0,0,6,0,0,1,0,0,0
CHTSO,14/01/2020,13.17,17.8,40.2,0,0,6,0,0,1,0,0,0
IRASO,14/01/2020,1.25,17.8,40.2,0,0,6,0,0,1,0,0,0
LCDSO,14/01/2020,729.2,17.8,40.2,0,0,6,0,0,1,0,0,0
PECSO,14/01/2020,2224.01,17.8,40.2,0,0,6,0,0,1,0,0,0
PMOSO,14/01/2020,68.91,17.8,40.2,0,0,6,0,0,1,0,0,0
AGZCH,15/01/2020,78.91,17.2,49.9,0,0,4,0,0,1,0,0,0
AOBSO,15/01/2020,1767.65,17.2,49.9,0,0,4,0,0,1,0,0,0
ARCSO,15/01/2020,478.47,17.2,49.9,0,0,4,0,0,1,0,0,0
ARLSO,15/01/2020,20.76,17.2,49.9,0,0,4,0,0,1,0,0,0
CHTSO,15/01/2020,13.17,17.2,49.9,0,0,4,0,0,1,0,0,0
IRASO,15/01/2020,1.23,17.2,49.9,0,0,4,0,0,1,0,0,0
LCDSO,15/01/2020,728.82,17.2,49.9,0,0,4,0,0,1,0,0,0
PECSO,15/01/2020,2217.09,17.2,49.9,0,0,4,0,0,1,0,0,0
PMOSO,15/01/2020,68,17.2,49.9,0,0,4,0,0,1,0,0,0
AGZCH,16/01/2020,78.91,17.6,55.1,0,0,4,0,1,0,0,0,0
AOBSO,16/01/2020,1774.11,17.6,55.1,0,0,4,0,1,0,0,0,0
ARCSO,16/01/2020,475.49,17.6,55.1,0,0,4,0,1,0,0,0,0
ARLSO,16/01/2020,20.86,17.6,55.1,0,0,4,0,1,0,0,0,0
CHTSO,16/01/2020,13.17,17.6,55.1,0,0,4,0,1,0,0,0,0
IRASO,16/01/2020,1.22,17.6,55.1,0,0,4,0,1,0,0,0,0
LCDSO,16/01/2020,728.04,17.6,55.1,0,0,4,0,1,0,0,0,0
PECSO,16/01/2020,2211.03,17.6,55.1,0,0,4,0,1,0,0,0,0
PMOSO,16/01/2020,67.22,17.6,55.1,0,0,4,0,1,0,0,0,0
AGZCH,17/01/2020,78.84,17.6,62.2,0,0,7,1,0,0,0,0,0
AOBSO,17/01/2020,1777.99,17.6,62.2,0,0,7,1,0,0,0,0,0
ARCSO,17/01/2020,472.51,17.6,62.2,0,0,7,1,0,0,0,0,0
ARLSO,17/01/2020,20.96,17.6,62.2,0,0,7,1,0,0,0,0,0
CHTSO,17/01/2020,13.17,17.6,62.2,0,0,7,1,0,0,0,0,0
IRASO,17/01/2020,1.2,17.6,62.2,0,0,7,1,0,0,0,0,0
LCDSO,17/01/2020,727.26,17.6,62.2,0,0,7,1,0,0,0,0,0
PECSO,17/01/2020,2204.27,17.6,62.2,0,0,7,1,0,0,0,0,0
PMOSO,17/01/2020,66.31,17.6,62.2,0,0,7,1,0,0,0,0,0
AGZCH,18/01/2020,78.91,16.6,59.3,0,0,7,1,0,0,0,0,0
AOBSO,18/01/2020,1781.86,16.6,59.3,0,0,7,1,0,0,0,0,0
ARCSO,18/01/2020,469.53,16.6,59.3,0,0,7,1,0,0,0,0,0
ARLSO,18/01/2020,21.06,16.6,59.3,0,0,7,1,0,0,0,0,0
CHTSO,18/01/2020,13.17,16.6,59.3,0,0,7,1,0,0,0,0,0
IRASO,18/01/2020,1.18,16.6,59.3,0,0,7,1,0,0,0,0,0
LCDSO,18/01/2020,726.87,16.6,59.3,0,0,7,1,0,0,0,0,0
PECSO,18/01/2020,2201.02,16.6,59.3,0,0,7,1,0,0,0,0,0
PMOSO,18/01/2020,65.39,16.6,59.3,0,0,7,1,0,0,0,0,0
AGZCH,19/01/2020,78.78,16.9,59.8,0,0,7,1,0,0,0,0,0
AOBSO,19/01/2020,1781.86,16.9,59.8,0,0,7,1,0,0,0,0,0
ARCSO,19/01/2020,466.61,16.9,59.8,0,0,7,1,0,0,0,0,0
ARLSO,19/01/2020,21.16,16.9,59.8,0,0,7,1,0,0,0,0,0
CHTSO,19/01/2020,13.13,16.9,59.8,0,0,7,1,0,0,0,0,0
IRASO,19/01/2020,1.16,16.9,59.8,0,0,7,1,0,0,0,0,0
LCDSO,19/01/2020,726.09,16.9,59.8,0,0,7,1,0,0,0,0,0
PECSO,19/01/2020,2200.21,16.9,59.8,0,0,7,1,0,0,0,0,0
PMOSO,19/01/2020,64.48,16.9,59.8,0,0,7,1,0,0,0,0,0
AGZCH,20/01/2020,78.78,18.3,58,0,0,7,0,0,1,0,0,0
AOBSO,20/01/2020,1779.28,18.3,58,0,0,7,0,0,1,0,0,0
ARCSO,20/01/2020,463.02,18.3,58,0,0,7,0,0,1,0,0,0
ARLSO,20/01/2020,21.27,18.3,58,0,0,7,0,0,1,0,0,0
CHTSO,20/01/2020,13.13,18.3,58,0,0,7,0,0,1,0,0,0
IRASO,20/01/2020,1.14,18.3,58,0,0,7,0,0,1,0,0,0
LCDSO,20/01/2020,725.7,18.3,58,0,0,7,0,0,1,0,0,0
PECSO,20/01/2020,2201.02,18.3,58,0,0,7,0,0,1,0,0,0
PMOSO,20/01/2020,57.2,18.3,58,0,0,7,0,0,1,0,0,0
AGZCH,21/01/2020,78.72,15.6,74.7,1.8,1,2,0,0,0,0,0,1
AOBSO,21/01/2020,1770.24,15.6,74.7,1.8,1,2,0,0,0,0,0,1
ARCSO,21/01/2020,459.44,15.6,74.7,1.8,1,2,0,0,0,0,0,1
ARLSO,21/01/2020,21.37,15.6,74.7,1.8,1,2,0,0,0,0,0,1
CHTSO,21/01/2020,13.1,15.6,74.7,1.8,1,2,0,0,0,0,0,1
IRASO,21/01/2020,1.13,15.6,74.7,1.8,1,2,0,0,0,0,0,1
LCDSO,21/01/2020,724.93,15.6,74.7,1.8,1,2,0,0,0,0,0,1
PECSO,21/01/2020,2198.58,15.6,74.7,1.8,1,2,0,0,0,0,0,1
PMOSO,21/01/2020,56.35,15.6,74.7,1.8,1,2,0,0,0,0,0,1
AGZCH,22/01/2020,78.72,16.8,71.6,0,0,7,0,0,1,0,0,0
AOBSO,22/01/2020,1765.07,16.8,71.6,0,0,7,0,0,1,0,0,0
ARCSO,22/01/2020,455.45,16.8,71.6,0,0,7,0,0,1,0,0,0
ARLSO,22/01/2020,21.47,16.8,71.6,0,0,7,0,0,1,0,0,0
CHTSO,22/01/2020,13.1,16.8,71.6,0,0,7,0,0,1,0,0,0
IRASO,22/01/2020,1.13,16.8,71.6,0,0,7,0,0,1,0,0,0
LCDSO,22/01/2020,724.93,16.8,71.6,0,0,7,0,0,1,0,0,0
PECSO,22/01/2020,2200.21,16.8,71.6,0,0,7,0,0,1,0,0,0
PMOSO,22/01/2020,55.5,16.8,71.6,0,0,7,0,0,1,0,0,0
AGZCH,23/01/2020,78.72,16.8,73.4,0,0,7,1,0,0,0,0,0
AOBSO,23/01/2020,1759.9,16.8,73.4,0,0,7,1,0,0,0,0,0
ARCSO,23/01/2020,452.27,16.8,73.4,0,0,7,1,0,0,0,0,0
ARLSO,23/01/2020,21.57,16.8,73.4,0,0,7,1,0,0,0,0,0
CHTSO,23/01/2020,13.1,16.8,73.4,0,0,7,1,0,0,0,0,0
IRASO,23/01/2020,1.12,16.8,73.4,0,0,7,1,0,0,0,0,0
LCDSO,23/01/2020,724.15,16.8,73.4,0,0,7,1,0,0,0,0,0
PECSO,23/01/2020,2197.77,16.8,73.4,0,0,7,1,0,0,0,0,0
PMOSO,23/01/2020,54.65,16.8,73.4,0,0,7,1,0,0,0,0,0
AGZCH,24/01/2020,78.65,17.3,70.9,0,0,6,0,0,1,0,0,0
AOBSO,24/01/2020,1753.44,17.3,70.9,0,0,6,0,0,1,0,0,0
ARCSO,24/01/2020,448.28,17.3,70.9,0,0,6,0,0,1,0,0,0
ARLSO,24/01/2020,21.57,17.3,70.9,0,0,6,0,0,1,0,0,0
CHTSO,24/01/2020,13.1,17.3,70.9,0,0,6,0,0,1,0,0,0
IRASO,24/01/2020,1.11,17.3,70.9,0,0,6,0,0,1,0,0,0
LCDSO,24/01/2020,723.76,17.3,70.9,0,0,6,0,0,1,0,0,0
PECSO,24/01/2020,2197.77,17.3,70.9,0,0,6,0,0,1,0,0,0
PMOSO,24/01/2020,53.94,17.3,70.9,0,0,6,0,0,1,0,0,0
AGZCH,25/01/2020,78.65,18.1,68.4,0,0,7,1,0,0,0,0,0
AOBSO,25/01/2020,1748.27,18.1,68.4,0,0,7,1,0,0,0,0,0
ARCSO,25/01/2020,444.3,18.1,68.4,0,0,7,1,0,0,0,0,0
ARLSO,25/01/2020,21.67,18.1,68.4,0,0,7,1,0,0,0,0,0
CHTSO,25/01/2020,13.07,18.1,68.4,0,0,7,1,0,0,0,0,0
IRASO,25/01/2020,1.1,18.1,68.4,0,0,7,1,0,0,0,0,0
LCDSO,25/01/2020,723.37,18.1,68.4,0,0,7,1,0,0,0,0,0
PECSO,25/01/2020,2198.58,18.1,68.4,0,0,7,1,0,0,0,0,0
PMOSO,25/01/2020,53.23,18.1,68.4,0,0,7,1,0,0,0,0,0
AGZCH,26/01/2020,78.65,18.1,64.8,0,0,7,1,0,0,0,0,0
AOBSO,26/01/2020,1743.1,18.1,64.8,0,0,7,1,0,0,0,0,0
ARCSO,26/01/2020,440.71,18.1,64.8,0,0,7,1,0,0,0,0,0
ARLSO,26/01/2020,21.77,18.1,64.8,0,0,7,1,0,0,0,0,0
CHTSO,26/01/2020,13.07,18.1,64.8,0,0,7,1,0,0,0,0,0
IRASO,26/01/2020,1.06,18.1,64.8,0,0,7,1,0,0,0,0,0
LCDSO,26/01/2020,722.98,18.1,64.8,0,0,7,1,0,0,0,0,0
PECSO,26/01/2020,2200.21,18.1,64.8,0,0,7,1,0,0,0,0,0
PMOSO,26/01/2020,52.01,18.1,64.8,0,0,7,1,0,0,0,0,0
AGZCH,27/01/2020,78.65,17.7,62.1,0,0,7,1,0,0,0,0,0
AOBSO,27/01/2020,1731.47,17.7,62.1,0,0,7,1,0,0,0,0,0
ARCSO,27/01/2020,436.33,17.7,62.1,0,0,7,1,0,0,0,0,0
ARLSO,27/01/2020,21.77,17.7,62.1,0,0,7,1,0,0,0,0,0
CHTSO,27/01/2020,13.07,17.7,62.1,0,0,7,1,0,0,0,0,0
IRASO,27/01/2020,1.04,17.7,62.1,0,0,7,1,0,0,0,0,0
LCDSO,27/01/2020,722.59,17.7,62.1,0,0,7,1,0,0,0,0,0
PECSO,27/01/2020,2199.4,17.7,62.1,0,0,7,1,0,0,0,0,0
PMOSO,27/01/2020,52.01,17.7,62.1,0,0,7,1,0,0,0,0,0
AGZCH,28/01/2020,78.59,17.8,46.2,0,0,7,1,0,0,0,0,0
AOBSO,28/01/2020,1719.84,17.8,46.2,0,0,7,1,0,0,0,0,0
ARCSO,28/01/2020,431.95,17.8,46.2,0,0,7,1,0,0,0,0,0
ARLSO,28/01/2020,21.98,17.8,46.2,0,0,7,1,0,0,0,0,0
CHTSO,28/01/2020,13.04,17.8,46.2,0,0,7,1,0,0,0,0,0
IRASO,28/01/2020,1.03,17.8,46.2,0,0,7,1,0,0,0,0,0
LCDSO,28/01/2020,722.2,17.8,46.2,0,0,7,1,0,0,0,0,0
PECSO,28/01/2020,2198.58,17.8,46.2,0,0,7,1,0,0,0,0,0
PMOSO,28/01/2020,51.3,17.8,46.2,0,0,7,1,0,0,0,0,0
AGZCH,29/01/2020,78.59,16.3,45.8,0,0,7,1,0,0,0,0,0
AOBSO,29/01/2020,1708.21,16.3,45.8,0,0,7,1,0,0,0,0,0
ARCSO,29/01/2020,427.57,16.3,45.8,0,0,7,1,0,0,0,0,0
ARLSO,29/01/2020,21.98,16.3,45.8,0,0,7,1,0,0,0,0,0
CHTSO,29/01/2020,13.04,16.3,45.8,0,0,7,1,0,0,0,0,0
IRASO,29/01/2020,1.02,16.3,45.8,0,0,7,1,0,0,0,0,0
LCDSO,29/01/2020,721.81,16.3,45.8,0,0,7,1,0,0,0,0,0
PECSO,29/01/2020,2197.77,16.3,45.8,0,0,7,1,0,0,0,0,0
PMOSO,29/01/2020,50.69,16.3,45.8,0,0,7,1,0,0,0,0,0
AGZCH,30/01/2020,78.53,16.4,53.3,0,0,8,1,0,0,0,0,0
AOBSO,30/01/2020,1696.58,16.4,53.3,0,0,8,1,0,0,0,0,0
ARCSO,30/01/2020,423.1,16.4,53.3,0,0,8,1,0,0,0,0,0
ARLSO,30/01/2020,21.98,16.4,53.3,0,0,8,1,0,0,0,0,0
CHTSO,30/01/2020,13.01,16.4,53.3,0,0,8,1,0,0,0,0,0
IRASO,30/01/2020,1,16.4,53.3,0,0,8,1,0,0,0,0,0
LCDSO,30/01/2020,721.43,16.4,53.3,0,0,8,1,0,0,0,0,0
PECSO,30/01/2020,2196.15,16.4,53.3,0,0,8,1,0,0,0,0,0
PMOSO,30/01/2020,50.08,16.4,53.3,0,0,8,1,0,0,0,0,0
AGZCH,31/01/2020,78.46,16.6,50.7,0,0,7,1,0,0,0,0,0
AOBSO,31/01/2020,1686.37,16.6,50.7,0,0,7,1,0,0,0,0,0
ARCSO,31/01/2020,419.75,16.6,50.7,0,0,7,1,0,0,0,0,0
ARLSO,31/01/2020,21.88,16.6,50.7,0,0,7,1,0,0,0,0,0
CHTSO,31/01/2020,12.97,16.6,50.7,0,0,7,1,0,0,0,0,0
IRASO,31/01/2020,0.98,16.6,50.7,0,0,7,1,0,0,0,0,0
LCDSO,31/01/2020,721.04,16.6,50.7,0,0,7,1,0,0,0,0,0
PECSO,31/01/2020,2194.52,16.6,50.7,0,0,7,1,0,0,0,0,0
PMOSO,31/01/2020,49.37,16.6,50.7,0,0,7,1,0,0,0,0,0
AGZCH,01/02/2020,78.46,19.5,30.4,0,0,7,1,0,0,0,0,0
AOBSO,01/02/2020,1676.56,19.5,30.4,0,0,7,1,0,0,0,0,0
ARCSO,01/02/2020,415.29,19.5,30.4,0,0,7,1,0,0,0,0,0
ARLSO,01/02/2020,21.88,19.5,30.4,0,0,7,1,0,0,0,0,0
CHTSO,01/02/2020,12.97,19.5,30.4,0,0,7,1,0,0,0,0,0
IRASO,01/02/2020,0.97,19.5,30.4,0,0,7,1,0,0,0,0,0
LCDSO,01/02/2020,720.65,19.5,30.4,0,0,7,1,0,0,0,0,0
PECSO,01/02/2020,2195.34,19.5,30.4,0,0,7,1,0,0,0,0,0
PMOSO,01/02/2020,48.66,19.5,30.4,0,0,7,1,0,0,0,0,0
AGZCH,02/02/2020,78.46,19.5,35,0,0,7,0,0,1,0,0,0
AOBSO,02/02/2020,1666.72,19.5,35,0,0,7,0,0,1,0,0,0
ARCSO,02/02/2020,411.19,19.5,35,0,0,7,0,0,1,0,0,0
ARLSO,02/02/2020,21.88,19.5,35,0,0,7,0,0,1,0,0,0
CHTSO,02/02/2020,12.94,19.5,35,0,0,7,0,0,1,0,0,0
IRASO,02/02/2020,0.95,19.5,35,0,0,7,0,0,1,0,0,0
LCDSO,02/02/2020,720.26,19.5,35,0,0,7,0,0,1,0,0,0
PECSO,02/02/2020,2195.37,19.5,35,0,0,7,0,0,1,0,0,0
PMOSO,02/02/2020,47.95,19.5,35,0,0,7,0,0,1,0,0,0
AGZCH,03/02/2020,78.4,18.9,62.6,0,0,8,0,0,1,0,0,0
AOBSO,03/02/2020,1656.92,18.9,62.6,0,0,8,0,0,1,0,0,0
ARCSO,03/02/2020,407.47,18.9,62.6,0,0,8,0,0,1,0,0,0
ARLSO,03/02/2020,21.88,18.9,62.6,0,0,8,0,0,1,0,0,0
CHTSO,03/02/2020,12.91,18.9,62.6,0,0,8,0,0,1,0,0,0
IRASO,03/02/2020,0.93,18.9,62.6,0,0,8,0,0,1,0,0,0
LCDSO,03/02/2020,719.87,18.9,62.6,0,0,8,0,0,1,0,0,0
PECSO,03/02/2020,2196.96,18.9,62.6,0,0,8,0,0,1,0,0,0
PMOSO,03/02/2020,47.24,18.9,62.6,0,0,8,0,0,1,0,0,0
AGZCH,04/02/2020,78.4,13.3,48.7,0,0,7,0,0,1,0,0,0
AOBSO,04/02/2020,1643.42,13.3,48.7,0,0,7,0,0,1,0,0,0
ARCSO,04/02/2020,404.12,13.3,48.7,0,0,7,0,0,1,0,0,0
ARLSO,04/02/2020,21.98,13.3,48.7,0,0,7,0,0,1,0,0,0
CHTSO,04/02/2020,12.88,13.3,48.7,0,0,7,0,0,1,0,0,0
IRASO,04/02/2020,0.93,13.3,48.7,0,0,7,0,0,1,0,0,0
LCDSO,04/02/2020,719.48,13.3,48.7,0,0,7,0,0,1,0,0,0
PECSO,04/02/2020,2196.96,13.3,48.7,0,0,7,0,0,1,0,0,0
PMOSO,04/02/2020,46.53,13.3,48.7,0,0,7,0,0,1,0,0,0
AGZCH,05/02/2020,78.4,9.6,35.5,0,0,7,0,0,1,0,0,0
AOBSO,05/02/2020,1627.47,9.6,35.5,0,0,7,0,0,1,0,0,0
ARCSO,05/02/2020,400.76,9.6,35.5,0,0,7,0,0,1,0,0,0
ARLSO,05/02/2020,21.98,9.6,35.5,0,0,7,0,0,1,0,0,0
CHTSO,05/02/2020,12.84,9.6,35.5,0,0,7,0,0,1,0,0,0
IRASO,05/02/2020,0.91,9.6,35.5,0,0,7,0,0,1,0,0,0
LCDSO,05/02/2020,719.48,9.6,35.5,0,0,7,0,0,1,0,0,0
PECSO,05/02/2020,2196.15,9.6,35.5,0,0,7,0,0,1,0,0,0
PMOSO,05/02/2020,45.92,9.6,35.5,0,0,7,0,0,1,0,0,0
AGZCH,06/02/2020,78.33,11.7,32.2,0,0,8,1,0,0,0,0,0
