clave,fecha,almacenamiento,temperatura,humedad,precipitacion,tipo_precip,indice_uv,soleado,nublado,parc_nublado,lluvia_soleado,lluvia_nublado,lluvia_parc_nublado
ARCSO,04/08/2020,430.75,34.2,50.1,0.5,1,9,0,0,0,0,0,1
ARLSO,04/08/2020,0.44,34.2,50.1,0.5,1,9,0,0,0,0,0,1
CHTSO,04/08/2020,5.68,34.2,50.1,0.5,1,9,0,0,0,0,0,1
IRASO,04/08/2020,2.56,34.2,50.1,0.5,1,9,0,0,0,0,0,1
LCDSO,04/08/2020,559.09,34.2,50.1,0.5,1,9,0,0,0,0,0,1
PECSO,04/08/2020,1789.4,34.2,50.1,0.5,1,9,0,0,0,0,0,1
PMOSO,04/08/2020,20.55,34.2,50.1,0.5,1,9,0,0,0,0,0,1
AGZCH,05/08/2020,45.31,35,47.5,0,0,10,1,0,0,0,0,0
AOBSO,05/08/2020,2162.97,35,47.5,0,0,10,1,0,0,0,0,0
ARCSO,05/08/2020,432.35,35,47.5,0,0,10,1,0,0,0,0,0
ARLSO,05/08/2020,0.44,35,47.5,0,0,10,1,0,0,0,0,0
CHTSO,05/08/2020,5.61,35,47.5,0,0,10,1,0,0,0,0,0
IRASO,05/08/2020,3.09,35,47.5,0,0,10,1,0,0,0,0,0
LCDSO,05/08/2020,559.43,35,47.5,0,0,10,1,0,0,0,0,0
PECSO,05/08/2020,1787.66,35,47.5,0,0,10,1,0,0,0,0,0
PMOSO,05/08/2020,20.5,35,47.5,0,0,10,1,0,0,0,0,0
AGZCH,06/08/2020,44.98,35.1,49.7,0.8,1,10,0,0,0,0,0,1
AOBSO,06/08/2020,2169.04,35.1,49.7,0.8,1,10,0,0,0,0,0,1
ARCSO,06/08/2020,434.74,35.1,49.7,0.8,1,10,0,0,0,0,0,1
ARLSO,06/08/2020,0.43,35.1,49.7,0.8,1,10,0,0,0,0,0,1
CHTSO,06/08/2020,5.56,35.1,49.7,0.8,1,10,0,0,0,0,0,1
IRASO,06/08/2020,3.07,35.1,49.7,0.8,1,10,0,0,0,0,0,1
LCDSO,06/08/2020,559.43,35.1,49.7,0.8,1,10,0,0,0,0,0,1
PECSO,06/08/2020,1786.78,35.1,49.7,0.8,1,10,0,0,0,0,0,1
PMOSO,06/08/2020,20.4,35.1,49.7,0.8,1,10,0,0,0,0,0,1
AGZCH,07/08/2020,44.6,34.3,48.1,0.7,1,10,0,0,0,1,0,0
AOBSO,07/08/2020,2179.68,34.3,48.1,0.7,1,10,0,0,0,1,0,0
ARCSO,07/08/2020,437.13,34.3,48.1,0.7,1,10,0,0,0,1,0,0
ARLSO,07/08/2020,0.43,34.3,48.1,0.7,1,10,0,0,0,1,0,0
CHTSO,07/08/2020,5.56,34.3,48.1,0.7,1,10,0,0,0,1,0,0
IRASO,07/08/2020,3.07,34.3,48.1,0.7,1,10,0,0,0,1,0,0
LCDSO,07/08/2020,559.43,34.3,48.1,0.7,1,10,0,0,0,1,0,0
PECSO,07/08/2020,1785.01,34.3,48.1,0.7,1,10,0,0,0,1,0,0
PMOSO,07/08/2020,20.3,34.3,48.1,0.7,1,10,0,0,0,1,0,0
AGZCH,08/08/2020,44.18,35.8,47,0,0,10,1,0,0,0,0,0
AOBSO,08/08/2020,2184.33,35.8,47,0,0,10,1,0,0,0,0,0
ARCSO,08/08/2020,439.12,35.8,47,0,0,10,1,0,0,0,0,0
ARLSO,08/08/2020,0.38,35.8,47,0,0,10,1,0,0,0,0,0
CHTSO,08/08/2020,5.5,35.8,47,0,0,10,1,0,0,0,0,0
IRASO,08/08/2020,3.06,35.8,47,0,0,10,1,0,0,0,0,0
LCDSO,08/08/2020,559.76,35.8,47,0,0,10,1,0,0,0,0,0
PECSO,08/08/2020,1780.62,35.8,47,0,0,10,1,0,0,0,0,0
PMOSO,08/08/2020,20.2,35.8,47,0,0,10,1,0,0,0,0,0
AGZCH,09/08/2020,43.81,36.1,42.3,0,0,10,1,0,0,0,0,0
AOBSO,09/08/2020,2192.07,36.1,42.3,0,0,10,1,0,0,0,0,0
ARCSO,09/08/2020,441.51,36.1,42.3,0,0,10,1,0,0,0,0,0
ARLSO,09/08/2020,0.33,36.1,42.3,0,0,10,1,0,0,0,0,0
CHTSO,09/08/2020,5.5,36.1,42.3,0,0,10,1,0,0,0,0,0
IRASO,09/08/2020,3.04,36.1,42.3,0,0,10,1,0,0,0,0,0
LCDSO,09/08/2020,559.76,36.1,42.3,0,0,10,1,0,0,0,0,0
PECSO,09/08/2020,1776.52,36.1,42.3,0,0,10,1,0,0,0,0,0
PMOSO,09/08/2020,20.1,36.1,42.3,0,0,10,1,0,0,0,0,0
AGZCH,10/08/2020,43.4,34.3,52.1,0,0,10,0,0,1,0,0,0
AOBSO,10/08/2020,2198.26,34.3,52.1,0,0,10,0,0,1,0,0,0
ARCSO,10/08/2020,443.5,34.3,52.1,0,0,10,0,0,1,0,0,0
ARLSO,10/08/2020,0.31,34.3,52.1,0,0,10,0,0,1,0,0,0
CHTSO,10/08/2020,5.4,34.3,52.1,0,0,10,0,0,1,0,0,0
IRASO,10/08/2020,3.03,34.3,52.1,0,0,10,0,0,1,0,0,0
LCDSO,10/08/2020,559.76,34.3,52.1,0,0,10,0,0,1,0,0,0
PECSO,10/08/2020,1772.49,34.3,52.1,0,0,10,0,0,1,0,0,0
PMOSO,10/08/2020,20,34.3,52.1,0,0,10,0,0,1,0,0,0
AGZCH,11/08/2020,42.99,34.5,48.8,0,0,10,0,0,1,0,0,0
AOBSO,11/08/2020,2207.26,34.5,48.8,0,0,10,0,0,1,0,0,0
ARCSO,11/08/2020,445.09,34.5,48.8,0,0,10,0,0,1,0,0,0
ARLSO,11/08/2020,0.3,34.5,48.8,0,0,10,0,0,1,0,0,0
CHTSO,11/08/2020,5.38,34.5,48.8,0,0,10,0,0,1,0,0,0
IRASO,11/08/2020,3.03,34.5,48.8,0,0,10,0,0,1,0,0,0
LCDSO,11/08/2020,559.76,34.5,48.8,0,0,10,0,0,1,0,0,0
PECSO,11/08/2020,1766.05,34.5,48.8,0,0,10,0,0,1,0,0,0
PMOSO,11/08/2020,19.85,34.5,48.8,0,0,10,0,0,1,0,0,0
AGZCH,12/08/2020,42.54,35.7,43.4,0,0,10,0,0,1,0,0,0
AOBSO,12/08/2020,2215.3,35.7,43.4,0,0,10,0,0,1,0,0,0
ARCSO,12/08/2020,447.49,35.7,43.4,0,0,10,0,0,1,0,0,0
ARLSO,12/08/2020,0.3,35.7,43.4,0,0,10,0,0,1,0,0,0
CHTSO,12/08/2020,5.38,35.7,43.4,0,0,10,0,0,1,0,0,0
IRASO,12/08/2020,3.01,35.7,43.4,0,0,10,0,0,1,0,0,0
LCDSO,12/08/2020,559.76,35.7,43.4,0,0,10,0,0,1,0,0,0
PECSO,12/08/2020,1765.25,35.7,43.4,0,0,10,0,0,1,0,0,0
PMOSO,12/08/2020,19.8,35.7,43.4,0,0,10,0,0,1,0,0,0
AGZCH,13/08/2020,42.17,36,43.4,0,0,10,0,0,1,0,0,0
AOBSO,13/08/2020,2223.04,36,43.4,0,0,10,0,0,1,0,0,0
ARCSO,13/08/2020,451.47,36,43.4,0,0,10,0,0,1,0,0,0
ARLSO,13/08/2020,0.28,36,43.4,0,0,10,0,0,1,0,0,0
CHTSO,13/08/2020,5.38,36,43.4,0,0,10,0,0,1,0,0,0
IRASO,13/08/2020,2.99,36,43.4,0,0,10,0,0,1,0,0,0
LCDSO,13/08/2020,559.76,36,43.4,0,0,10,0,0,1,0,0,0
PECSO,13/08/2020,1770.07,36,43.4,0,0,10,0,0,1,0,0,0
PMOSO,13/08/2020,19.7,36,43.4,0,0,10,0,0,1,0,0,0
AGZCH,14/08/2020,41.81,35.1,49.3,0.1,1,10,0,0,0,0,0,1
AOBSO,14/08/2020,2224.59,35.1,49.3,0.1,1,10,0,0,0,0,0,1
ARCSO,14/08/2020,455.85,35.1,49.3,0.1,1,10,0,0,0,0,0,1
ARLSO,14/08/2020,0.28,35.1,49.3,0.1,1,10,0,0,0,0,0,1
CHTSO,14/08/2020,5.38,35.1,49.3,0.1,1,10,0,0,0,0,0,1
IRASO,14/08/2020,2.98,35.1,49.3,0.1,1,10,0,0,0,0,0,1
LCDSO,14/08/2020,559.76,35.1,49.3,0.1,1,10,0,0,0,0,0,1
PECSO,14/08/2020,1776.52,35.1,49.3,0.1,1,10,0,0,0,0,0,1
PMOSO,14/08/2020,19.55,35.1,49.3,0.1,1,10,0,0,0,0,0,1
AGZCH,15/08/2020,41.46,35.1,47.8,1.1,1,10,0,0,0,0,0,1
AOBSO,15/08/2020,2229.24,35.1,47.8,1.1,1,10,0,0,0,0,0,1
ARCSO,15/08/2020,458.64,35.1,47.8,1.1,1,10,0,0,0,0,0,1
ARLSO,15/08/2020,0.27,35.1,47.8,1.1,1,10,0,0,0,0,0,1
CHTSO,15/08/2020,5.36,35.1,47.8,1.1,1,10,0,0,0,0,0,1
IRASO,15/08/2020,2.96,35.1,47.8,1.1,1,10,0,0,0,0,0,1
LCDSO,15/08/2020,559.76,35.1,47.8,1.1,1,10,0,0,0,0,0,1
PECSO,15/08/2020,1773.3,35.1,47.8,1.1,1,10,0,0,0,0,0,1
PMOSO,15/08/2020,19.45,35.1,47.8,1.1,1,10,0,0,0,0,0,1
AGZCH,16/08/2020,41.08,35.8,45.7,0,0,9,0,0,1,0,0,0
AOBSO,16/08/2020,2240.08,35.8,45.7,0,0,9,0,0,1,0,0,0
ARCSO,16/08/2020,459.44,35.8,45.7,0,0,9,0,0,1,0,0,0
ARLSO,16/08/2020,0.27,35.8,45.7,0,0,9,0,0,1,0,0,0
CHTSO,16/08/2020,5.33,35.8,45.7,0,0,9,0,0,1,0,0,0
IRASO,16/08/2020,2.95,35.8,45.7,0,0,9,0,0,1,0,0,0
LCDSO,16/08/2020,559.43,35.8,45.7,0,0,9,0,0,1,0,0,0
PECSO,16/08/2020,1771.68,35.8,45.7,0,0,9,0,0,1,0,0,0
PMOSO,16/08/2020,19.3,35.8,45.7,0,0,9,0,0,1,0,0,0
AGZCH,17/08/2020,40.65,34.9,46.2,8.8,1,9,0,0,0,0,0,1
AOBSO,17/08/2020,2244.73,34.9,46.2,8.8,1,9,0,0,0,0,0,1
ARCSO,17/08/2020,461.83,34.9,46.2,8.8,1,9,0,0,0,0,0,1
ARLSO,17/08/2020,0.25,34.9,46.2,8.8,1,9,0,0,0,0,0,1
CHTSO,17/08/2020,5.33,34.9,46.2,8.8,1,9,0,0,0,0,0,1
IRASO,17/08/2020,2.95,34.9,46.2,8.8,1,9,0,0,0,0,0,1
LCDSO,17/08/2020,559.43,34.9,46.2,8.8,1,9,0,0,0,0,0,1
PECSO,17/08/2020,1772.49,34.9,46.2,8.8,1,9,0,0,0,0,0,1
PMOSO,17/08/2020,19.21,34.9,46.2,8.8,1,9,0,0,0,0,0,1
AGZCH,18/08/2020,40.17,35,46.2,0,0,9,0,0,1,0,0,0
AOBSO,18/08/2020,2246.27,35,46.2,0,0,9,0,0,1,0,0,0
ARCSO,18/08/2020,462.62,35,46.2,0,0,9,0,0,1,0,0,0
ARLSO,18/08/2020,0.25,35,46.2,0,0,9,0,0,1,0,0,0
CHTSO,18/08/2020,5.31,35,46.2,0,0,9,0,0,1,0,0,0
IRASO,18/08/2020,2.93,35,46.2,0,0,9,0,0,1,0,0,0
LCDSO,18/08/2020,559.09,35,46.2,0,0,9,0,0,1,0,0,0
PECSO,18/08/2020,1766.85,35,46.2,0,0,9,0,0,1,0,0,0
PMOSO,18/08/2020,19.06,35,46.2,0,0,9,0,0,1,0,0,0
AGZCH,19/08/2020,39.7,34.6,48.6,0,0,8,0,0,1,0,0,0
AOBSO,19/08/2020,2254.02,34.6,48.6,0,0,8,0,0,1,0,0,0
ARCSO,19/08/2020,463.42,34.6,48.6,0,0,8,0,0,1,0,0,0
ARLSO,19/08/2020,0.23,34.6,48.6,0,0,8,0,0,1,0,0,0
CHTSO,19/08/2020,5.31,34.6,48.6,0,0,8,0,0,1,0,0,0
IRASO,19/08/2020,2.92,34.6,48.6,0,0,8,0,0,1,0,0,0
LCDSO,19/08/2020,559.09,34.6,48.6,0,0,8,0,0,1,0,0,0
PECSO,19/08/2020,1760.41,34.6,48.6,0,0,8,0,0,1,0,0,0
PMOSO,19/08/2020,18.91,34.6,48.6,0,0,8,0,0,1,0,0,0
AGZCH,20/08/2020,39.36,33.1,55.6,0,0,9,0,0,1,0,0,0
AOBSO,20/08/2020,2258.73,33.1,55.6,0,0,9,0,0,1,0,0,0
ARCSO,20/08/2020,464.22,33.1,55.6,0,0,9,0,0,1,0,0,0
ARLSO,20/08/2020,0.22,33.1,55.6,0,0,9,0,0,1,0,0,0
CHTSO,20/08/2020,5.29,33.1,55.6,0,0,9,0,0,1,0,0,0
IRASO,20/08/2020,2.88,33.1,55.6,0,0,9,0,0,1,0,0,0
LCDSO,20/08/2020,558.76,33.1,55.6,0,0,9,0,0,1,0,0,0
PECSO,20/08/2020,1754.77,33.1,55.6,0,0,9,0,0,1,0,0,0
PMOSO,20/08/2020,18.81,33.1,55.6,0,0,9,0,0,1,0,0,0
AGZCH,21/08/2020,39.06,32.2,58.8,0,0,5,0,0,1,0,0,0
AOBSO,21/08/2020,2265.05,32.2,58.8,0,0,5,0,0,1,0,0,0
ARCSO,21/08/2020,464.62,32.2,58.8,0,0,5,0,0,1,0,0,0
ARLSO,21/08/2020,0.22,32.2,58.8,0,0,5,0,0,1,0,0,0
CHTSO,21/08/2020,5.26,32.2,58.8,0,0,5,0,0,1,0,0,0
IRASO,21/08/2020,2.85,32.2,58.8,0,0,5,0,0,1,0,0,0
LCDSO,21/08/2020,558.42,32.2,58.8,0,0,5,0,0,1,0,0,0
PECSO,21/08/2020,1746.72,32.2,58.8,0,0,5,0,0,1,0,0,0
PMOSO,21/08/2020,18.71,32.2,58.8,0,0,5,0,0,1,0,0,0
AGZCH,22/08/2020,38.76,34.1,49.1,0,0,9,0,0,1,0,0,0
AOBSO,22/08/2020,2265.05,34.1,49.1,0,0,9,0,0,1,0,0,0
ARCSO,22/08/2020,465.01,34.1,49.1,0,0,9,0,0,1,0,0,0
ARLSO,22/08/2020,0.2,34.1,49.1,0,0,9,0,0,1,0,0,0
CHTSO,22/08/2020,5.24,34.1,49.1,0,0,9,0,0,1,0,0,0
IRASO,22/08/2020,2.82,34.1,49.1,0,0,9,0,0,1,0,0,0
LCDSO,22/08/2020,557.76,34.1,49.1,0,0,9,0,0,1,0,0,0
PECSO,22/08/2020,1740.27,34.1,49.1,0,0,9,0,0,1,0,0,0
PMOSO,22/08/2020,18.56,34.1,49.1,0,0,9,0,0,1,0,0,0
AGZCH,23/08/2020,38.33,36.9,37.7,0,0,9,0,0,1,0,0,0
AOBSO,23/08/2020,2280.56,36.9,37.7,0,0,9,0,0,1,0,0,0
ARCSO,23/08/2020,465.41,36.9,37.7,0,0,9,0,0,1,0,0,0
ARLSO,23/08/2020,0.2,36.9,37.7,0,0,9,0,0,1,0,0,0
CHTSO,23/08/2020,5.24,36.9,37.7,0,0,9,0,0,1,0,0,0
IRASO,23/08/2020,2.79,36.9,37.7,0,0,9,0,0,1,0,0,0
LCDSO,23/08/2020,558.09,36.9,37.7,0,0,9,0,0,1,0,0,0
PECSO,23/08/2020,1733.83,36.9,37.7,0,0,9,0,0,1,0,0,0
PMOSO,23/08/2020,18.46,36.9,37.7,0,0,9,0,0,1,0,0,0
AGZCH,24/08/2020,37.9,36.3,40.7,0,0,9,0,0,1,0,0,0
AOBSO,24/08/2020,2285.6,36.3,40.7,0,0,9,0,0,1,0,0,0
ARCSO,24/08/2020,466.61,36.3,40.7,0,0,9,0,0,1,0,0,0
ARLSO,24/08/2020,0.18,36.3,40.7,0,0,9,0,0,1,0,0,0
CHTSO,24/08/2020,5.22,36.3,40.7,0,0,9,0,0,1,0,0,0
IRASO,24/08/2020,2.76,36.3,40.7,0,0,9,0,0,1,0,0,0
LCDSO,24/08/2020,558.09,36.3,40.7,0,0,9,0,0,1,0,0,0
PECSO,24/08/2020,1733.83,36.3,40.7,0,0,9,0,0,1,0,0,0
PMOSO,24/08/2020,18.46,36.3,40.7,0,0,9,0,0,1,0,0,0
AGZCH,25/08/2020,37.43,35.4,46.8,0.5,1,9,0,0,0,0,0,1
AOBSO,25/08/2020,2285.6,35.4,46.8,0.5,1,9,0,0,0,0,0,1
ARCSO,25/08/2020,467.41,35.4,46.8,0.5,1,9,0,0,0,0,0,1
ARLSO,25/08/2020,0.18,35.4,46.8,0.5,1,9,0,0,0,0,0,1
CHTSO,25/08/2020,5.22,35.4,46.8,0.5,1,9,0,0,0,0,0,1
IRASO,25/08/2020,2.73,35.4,46.8,0.5,1,9,0,0,0,0,0,1
LCDSO,25/08/2020,558.09,35.4,46.8,0.5,1,9,0,0,0,0,0,1
PECSO,25/08/2020,1727.39,35.4,46.8,0.5,1,9,0,0,0,0,0,1
PMOSO,25/08/2020,18.36,35.4,46.8,0.5,1,9,0,0,0,0,0,1
AGZCH,26/08/2020,36.98,35.8,45.8,0.1,1,10,0,0,0,0,0,1
AOBSO,26/08/2020,2290.35,35.8,45.8,0.1,1,10,0,0,0,0,0,1
ARCSO,26/08/2020,468.26,35.8,45.8,0.1,1,10,0,0,0,0,0,1
ARLSO,26/08/2020,0.18,35.8,45.8,0.1,1,10,0,0,0,0,0,1
CHTSO,26/08/2020,5.2,35.8,45.8,0.1,1,10,0,0,0,0,0,1
IRASO,26/08/2020,2.69,35.8,45.8,0.1,1,10,0,0,0,0,0,1
LCDSO,26/08/2020,557.76,35.8,45.8,0.1,1,10,0,0,0,0,0,1
PECSO,26/08/2020,1721.75,35.8,45.8,0.1,1,10,0,0,0,0,0,1
PMOSO,26/08/2020,18.26,35.8,45.8,0.1,1,10,0,0,0,0,0,1
AGZCH,27/08/2020,36.53,36.4,43,0,0,10,1,0,0,0,0,0
AOBSO,27/08/2020,2295.09,36.4,43,0,0,10,1,0,0,0,0,0
ARCSO,27/08/2020,468.68,36.4,43,0,0,10,1,0,0,0,0,0
ARLSO,27/08/2020,0.17,36.4,43,0,0,10,1,0,0,0,0,0
CHTSO,27/08/2020,5.17,36.4,43,0,0,10,1,0,0,0,0,0
IRASO,27/08/2020,2.67,36.4,43,0,0,10,1,0,0,0,0,0
LCDSO,27/08/2020,557.76,36.4,43,0,0,10,1,0,0,0,0,0
PECSO,27/08/2020,1713.69,36.4,43,0,0,10,1,0,0,0,0,0
PMOSO,27/08/2020,18.16,36.4,43,0,0,10,1,0,0,0,0,0
AGZCH,28/08/2020,36.12,34.9,52.9,0,0,9,1,0,0,0,0,0
AOBSO,28/08/2020,2301.42,34.9,52.9,0,0,9,1,0,0,0,0,0
ARCSO,28/08/2020,469.11,34.9,52.9,0,0,9,1,0,0,0,0,0
ARLSO,28/08/2020,0.17,34.9,52.9,0,0,9,1,0,0,0,0,0
CHTSO,28/08/2020,5.15,34.9,52.9,0,0,9,1,0,0,0,0,0
IRASO,28/08/2020,2.64,34.9,52.9,0,0,9,1,0,0,0,0,0
LCDSO,28/08/2020,557.42,34.9,52.9,0,0,9,1,0,0,0,0,0
PECSO,28/08/2020,1705.64,34.9,52.9,0,0,9,1,0,0,0,0,0
PMOSO,28/08/2020,18.06,34.9,52.9,0,0,9,1,0,0,0,0,0
AGZCH,29/08/2020,36.12,31.6,64.6,3.1,1,7,0,0,0,0,0,1
AOBSO,29/08/2020,2306.16,31.6,64.6,3.1,1,7,0,0,0,0,0,1
ARCSO,29/08/2020,469.96,31.6,64.6,3.1,1,7,0,0,0,0,0,1
ARLSO,29/08/2020,0.15,31.6,64.6,3.1,1,7,0,0,0,0,0,1
CHTSO,29/08/2020,5.15,31.6,64.6,3.1,1,7,0,0,0,0,0,1
IRASO,29/08/2020,2.61,31.6,64.6,3.1,1,7,0,0,0,0,0,1
LCDSO,29/08/2020,557.42,31.6,64.6,3.1,1,7,0,0,0,0,0,1
PECSO,29/08/2020,1700.81,31.6,64.6,3.1,1,7,0,0,0,0,0,1
PMOSO,29/08/2020,17.96,31.6,64.6,3.1,1,7,0,0,0,0,0,1
AGZCH,30/08/2020,35.71,30.4,71.5,5.8,1,6,0,0,0,0,0,1
AOBSO,30/08/2020,2312.48,30.4,71.5,5.8,1,6,0,0,0,0,0,1
ARCSO,30/08/2020,470.81,30.4,71.5,5.8,1,6,0,0,0,0,0,1
ARLSO,30/08/2020,0.15,30.4,71.5,5.8,1,6,0,0,0,0,0,1
CHTSO,30/08/2020,5.15,30.4,71.5,5.8,1,6,0,0,0,0,0,1
IRASO,30/08/2020,2.64,30.4,71.5,5.8,1,6,0,0,0,0,0,1
LCDSO,30/08/2020,557.42,30.4,71.5,5.8,1,6,0,0,0,0,0,1
PECSO,30/08/2020,1696.28,30.4,71.5,5.8,1,6,0,0,0,0,0,1
PMOSO,30/08/2020,17.86,30.4,71.5,5.8,1,6,0,0,0,0,0,1
AGZCH,31/08/2020,35.5,32,63.1,0.1,1,10,0,0,0,0,0,1
AOBSO,31/08/2020,2318.81,32,63.1,0.1,1,10,0,0,0,0,0,1
ARCSO,31/08/2020,471.66,32,63.1,0.1,1,10,0,0,0,0,0,1
ARLSO,31/08/2020,0.14,32,63.1,0.1,1,10,0,0,0,0,0,1
CHTSO,31/08/2020,5.15,32,63.1,0.1,1,10,0,0,0,0,0,1
IRASO,31/08/2020,3.4,32,63.1,0.1,1,10,0,0,0,0,0,1
LCDSO,31/08/2020,557.09,32,63.1,0.1,1,10,0,0,0,0,0,1
PECSO,31/08/2020,1700.81,32,63.1,0.1,1,10,0,0,0,0,0,1
PMOSO,31/08/2020,17.76,32,63.1,0.1,1,10,0,0,0,0,0,1
AGZCH,01/09/2020,35.5,29.9,70.3,0.6,1,9,0,0,0,0,0,1
AOBSO,01/09/2020,2321.97,29.9,70.3,0.6,1,9,0,0,0,0,0,1
ARCSO,01/09/2020,473.79,29.9,70.3,0.6,1,9,0,0,0,0,0,1
ARLSO,01/09/2020,0.14,29.9,70.3,0.6,1,9,0,0,0,0,0,1
CHTSO,01/09/2020,5.15,29.9,70.3,0.6,1,9,0,0,0,0,0,1
IRASO,01/09/2020,3.44,29.9,70.3,0.6,1,9,0,0,0,0,0,1
LCDSO,01/09/2020,562.1,29.9,70.3,0.6,1,9,0,0,0,0,0,1
PECSO,01/09/2020,1697.01,29.9,70.3,0.6,1,9,0,0,0,0,0,1
PMOSO,01/09/2020,17.66,29.9,70.3,0.6,1,9,0,0,0,0,0,1
AGZCH,02/09/2020,35.5,32,61.4,0.4,1,9,0,0,0,0,0,1
AOBSO,02/09/2020,2325.13,32,61.4,0.4,1,9,0,0,0,0,0,1
ARCSO,02/09/2020,476.77,32,61.4,0.4,1,9,0,0,0,0,0,1
ARLSO,02/09/2020,0.14,32,61.4,0.4,1,9,0,0,0,0,0,1
CHTSO,02/09/2020,5.13,32,61.4,0.4,1,9,0,0,0,0,0,1
IRASO,02/09/2020,3.45,32,61.4,0.4,1,9,0,0,0,0,0,1
LCDSO,02/09/2020,559.76,32,61.4,0.4,1,9,0,0,0,0,0,1
PECSO,02/09/2020,1704.03,32,61.4,0.4,1,9,0,0,0,0,0,1
PMOSO,02/09/2020,17.71,32,61.4,0.4,1,9,0,0,0,0,0,1
AGZCH,03/09/2020,35.5,34,53.5,0.9,1,9,0,0,0,0,0,1
AOBSO,03/09/2020,2336.23,34,53.5,0.9,1,9,0,0,0,0,0,1
ARCSO,03/09/2020,485.29,34,53.5,0.9,1,9,0,0,0,0,0,1
ARLSO,03/09/2020,1.03,34,53.5,0.9,1,9,0,0,0,0,0,1
CHTSO,03/09/2020,5.13,34,53.5,0.9,1,9,0,0,0,0,0,1
IRASO,03/09/2020,3.45,34,53.5,0.9,1,9,0,0,0,0,0,1
LCDSO,03/09/2020,567.78,34,53.5,0.9,1,9,0,0,0,0,0,1
PECSO,03/09/2020,1704.83,34,53.5,0.9,1,9,0,0,0,0,0,1
PMOSO,03/09/2020,17.71,34,53.5,0.9,1,9,0,0,0,0,0,1
AGZCH,04/09/2020,35.46,36,51.9,0,0,9,0,0,1,0,0,0
AOBSO,04/09/2020,2341.07,36,51.9,0,0,9,0,0,1,0,0,0
ARCSO,04/09/2020,491.67,36,51.9,0,0,9,0,0,1,0,0,0
ARLSO,04/09/2020,1.01,36,51.9,0,0,9,0,0,1,0,0,0
CHTSO,04/09/2020,5.13,36,51.9,0,0,9,0,0,1,0,0,0
IRASO,04/09/2020,3.44,36,51.9,0,0,9,0,0,1,0,0,0
LCDSO,04/09/2020,567.78,36,51.9,0,0,9,0,0,1,0,0,0
PECSO,04/09/2020,1709.67,36,51.9,0,0,9,0,0,1,0,0,0
PMOSO,04/09/2020,17.66,36,51.9,0,0,9,0,0,1,0,0,0
AGZCH,05/09/2020,35.46,37.4,37.2,0,0,10,1,0,0,0,0,0
AOBSO,05/09/2020,2345.9,37.4,37.2,0,0,10,1,0,0,0,0,0
ARCSO,05/09/2020,496.35,37.4,37.2,0,0,10,1,0,0,0,0,0
ARLSO,05/09/2020,1.01,37.4,37.2,0,0,10,1,0,0,0,0,0
CHTSO,05/09/2020,5.13,37.4,37.2,0,0,10,1,0,0,0,0,0
IRASO,05/09/2020,3.42,37.4,37.2,0,0,10,1,0,0,0,0,0
LCDSO,05/09/2020,567.44,37.4,37.2,0,0,10,1,0,0,0,0,0
PECSO,05/09/2020,1714.5,37.4,37.2,0,0,10,1,0,0,0,0,0
PMOSO,05/09/2020,17.56,37.4,37.2,0,0,10,1,0,0,0,0,0
AGZCH,06/09/2020,35.46,35.7,46.5,0,0,9,1,0,0,0,0,0
AOBSO,06/09/2020,2349.13,35.7,46.5,0,0,9,1,0,0,0,0,0
ARCSO,06/09/2020,499.76,35.7,46.5,0,0,9,1,0,0,0,0,0
ARLSO,06/09/2020,0.99,35.7,46.5,0,0,9,1,0,0,0,0,0
CHTSO,06/09/2020,5.13,35.7,46.5,0,0,9,1,0,0,0,0,0
IRASO,06/09/2020,3.4,35.7,46.5,0,0,9,1,0,0,0,0,0
LCDSO,06/09/2020,566.77,35.7,46.5,0,0,9,1,0,0,0,0,0
PECSO,06/09/2020,1719.33,35.7,46.5,0,0,9,1,0,0,0,0,0
PMOSO,06/09/2020,17.51,35.7,46.5,0,0,9,1,0,0,0,0,0
AGZCH,07/09/2020,35.46,32.7,58.4,0.1,1,7,0,0,0,0,0,1
AOBSO,07/09/2020,2349.13,32.7,58.4,0.1,1,7,0,0,0,0,0,1
ARCSO,07/09/2020,501.46,32.7,58.4,0.1,1,7,0,0,0,0,0,1
ARLSO,07/09/2020,0.98,32.7,58.4,0.1,1,7,0,0,0,0,0,1
CHTSO,07/09/2020,5.13,32.7,58.4,0.1,1,7,0,0,0,0,0,1
IRASO,07/09/2020,3.39,32.7,58.4,0.1,1,7,0,0,0,0,0,1
LCDSO,07/09/2020,566.44,32.7,58.4,0.1,1,7,0,0,0,0,0,1
PECSO,07/09/2020,1720.14,32.7,58.4,0.1,1,7,0,0,0,0,0,1
PMOSO,07/09/2020,17.37,32.7,58.4,0.1,1,7,0,0,0,0,0,1
AGZCH,08/09/2020,35.42,32.1,55.1,0,0,6,0,0,1,0,0,0
AOBSO,08/09/2020,2345.9,32.1,55.1,0,0,6,0,0,1,0,0,0
ARCSO,08/09/2020,503.17,32.1,55.1,0,0,6,0,0,1,0,0,0
ARLSO,08/09/2020,0.96,32.1,55.1,0,0,6,0,0,1,0,0,0
CHTSO,08/09/2020,5.11,32.1,55.1,0,0,6,0,0,1,0,0,0
IRASO,08/09/2020,3.36,32.1,55.1,0,0,6,0,0,1,0,0,0
LCDSO,08/09/2020,565.77,32.1,55.1,0,0,6,0,0,1,0,0,0
PECSO,08/09/2020,1718.53,32.1,55.1,0,0,6,0,0,1,0,0,0
